date,age_group,gender,disease_group_id,report_group_code,disease_group_name,case_count,has_case
2023-03-19,6-10 tuổi,Nam,169,J12-J18,Các bệnh viêm phổi - Pneumonia,1,1
2023-03-19,6-10 tuổi,Nam,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,2,1
2023-03-19,6-10 tuổi,Nam,173,J35,Bệnh mạn tính của amidan và của VA - Chronic diseases of tonsils and adenoids,2,1
2023-03-19,6-10 tuổi,Nam,190,K56,"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",1,1
2023-03-19,6-10 tuổi,Nam,199,L10-L99,Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,1,1
2023-03-19,6-10 tuổi,Nam,217,"N25-N29,N31-N39",Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,1,1
2023-03-19,6-10 tuổi,Nam,221,N47,"Thừa bao qui đầu, hẹp và nghẹt bao qui đầu - Redundant prepuce, phimosis and paraphimosis",1,1
2023-03-19,6-10 tuổi,Nam,259,"Q38-Q40,Q42-Q45",Dị tật bẩm sinh khác của bộ máy sinh dục tiết niệu - Other malformations of the genitourinary system,1,1
2023-03-19,6-10 tuổi,Nam,265,"Q10-Q18,Q30-Q34,Q80-Q89",Dị dạng bẩm sinh khác - Other congenital malformations,2,1
2023-03-19,6-10 tuổi,Nam,271,S02,Vỡ xương sọ và các xương mặt - Fracture of skull and facial bones,1,1
2023-03-19,6-10 tuổi,Nam,5,A09,"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",1,1
2023-03-19,6-10 tuổi,Nam,96,"D00-D05,D07-D21,D26,D28-D29,D31-D32,D34-D48","U khác insitu, lành tính và các u tiến triển không chắc chắn hoặc chưa rõ - Other insitus and benign neoplasms and neoplasms of uncertain or unknown behaviour",1,1
2023-03-19,6-10 tuổi,Nữ,169,J12-J18,Các bệnh viêm phổi - Pneumonia,2,1
2023-03-19,6-10 tuổi,Nữ,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,1,1
2023-03-19,6-10 tuổi,Nữ,173,J35,Bệnh mạn tính của amidan và của VA - Chronic diseases of tonsils and adenoids,1,1
2023-03-19,6-10 tuổi,Nữ,185,"K20-K23,K28,K30-K31","Bệnh khác của thực quản, dạ dày và tá tràng - Other diseases of oesophagus, stomach, duodenum",1,1
2023-03-19,6-10 tuổi,Nữ,209,M86,Viêm xương tuỷ - Osteomyelitis,1,1
2023-03-19,6-10 tuổi,Nữ,215,N20-N23,Sỏi tiết niệu - Urolithiasis,1,1
2023-03-19,6-10 tuổi,Nữ,261,"Q50-Q52,Q54-Q64",Dị dạng bẩm sinh của bộ máy sinh dục tiết niệu - Congenital malformations of genital organs,1,1
2023-03-19,6-10 tuổi,Nữ,274,"S42,S52,S62,S82,S92,T10,T12",Gãy các phần khác của chi do lao động và giao thông - Fracture of other lim bones,1,1
2023-03-19,6-10 tuổi,Nữ,281,"S00-S01,S04,S09-S11,S14-S16,S19-S21,S24-S25,S29-S31,S34-S35,S39-S41,S44-S46,S49-S51,S54-S56,S59-S61,S64-S66,S69-S71,S74-S76,S79-S81,S84-S86,S89-S91,S94-S96,S99-T01,T06-T07,T09,T13-T14","Các tổn thương khác do chấn thương xác định và ở nhiều nơi - Other injuries of specified, unspecified and multiple body regions",2,1
2023-03-19,6-10 tuổi,Nữ,5,A09,"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",3,1
2023-03-19,6-10 tuổi,Nữ,76,C54-C55,U ác các phần khác và không xác định của tử cung - Malignant neoplasms of other and unspecified parts of uterus,1,1
2023-03-19,6-10 tuổi,Nữ,87,C91-C95,Bệnh bạch cầu - Leukaemia,1,1
2023-03-19,6-10 tuổi,Nữ,97,D50,Thiếu máu do thiếu sắt - Iron deficiency anaemia,1,1
2023-03-19,Dưới 1 tuổi,Nam,169,J12-J18,Các bệnh viêm phổi - Pneumonia,5,1
2023-03-19,Dưới 1 tuổi,Nam,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,5,1
2023-03-19,Dưới 1 tuổi,Nam,253,"P08,P29,P50-P54,P56-P96",Tổn thương khác có nguồn gốc trong thời kỳ chu sinh - Other conditions originating in the perinatal period,1,1
2023-03-19,Dưới 1 tuổi,Nam,255,"Q00-Q04,Q06-Q07",Dị tật bẩm sinh khác của hệ thần kinh - Other congenital malforma,1,1
2023-03-19,Dưới 1 tuổi,Nam,259,"Q38-Q40,Q42-Q45",Dị tật bẩm sinh khác của bộ máy sinh dục tiết niệu - Other malformations of the genitourinary system,5,1
2023-03-19,Dưới 1 tuổi,Nam,6,"A02,A04-A05,A07-A08",Các bệnh nhiễm khuẩn ruột khác - Other intestinal infectious diseases,2,1
2023-03-19,Dưới 1 tuổi,Nam,99,D65-D77,"Tổn thương chảy máu, bệnh khác của máu và cơ quan tạo máu - Haemorrhagic conditions and other diseases of blood, blood",1,1
2023-03-19,Dưới 1 tuổi,Nữ,120,G00-G09,Viêm hệ thần kinh trung ương - Inflamatory diseases of the central nervous system,2,1
2023-03-19,Dưới 1 tuổi,Nữ,169,J12-J18,Các bệnh viêm phổi - Pneumonia,2,1
2023-03-19,Dưới 1 tuổi,Nữ,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,2,1
2023-03-19,Dưới 1 tuổi,Nữ,194,K71-K77,Các bệnh khác của gan - Other diseases of liver,1,1
2023-03-19,Dưới 1 tuổi,Nữ,226,"N71,N73-N77",Tổn thương viêm khác của các cơ quan khung chậu nữ - Other inflamatory diseases of female pelvic organs,1,1
2023-03-19,Dưới 1 tuổi,Nữ,259,"Q38-Q40,Q42-Q45",Dị tật bẩm sinh khác của bộ máy sinh dục tiết niệu - Other malformations of the genitourinary system,2,1
2023-03-19,Dưới 1 tuổi,Nữ,261,"Q50-Q52,Q54-Q64",Dị dạng bẩm sinh của bộ máy sinh dục tiết niệu - Congenital malformations of genital organs,1,1
2023-03-19,Dưới 1 tuổi,Nữ,265,"Q10-Q18,Q30-Q34,Q80-Q89",Dị dạng bẩm sinh khác - Other congenital malformations,1,1
2023-03-19,Dưới 1 tuổi,Nữ,281,"S00-S01,S04,S09-S11,S14-S16,S19-S21,S24-S25,S29-S31,S34-S35,S39-S41,S44-S46,S49-S51,S54-S56,S59-S61,S64-S66,S69-S71,S74-S76,S79-S81,S84-S86,S89-S91,S94-S96,S99-T01,T06-T07,T09,T13-T14","Các tổn thương khác do chấn thương xác định và ở nhiều nơi - Other injuries of specified, unspecified and multiple body regions",1,1
2023-03-20,1-5 tuổi,Nam,118,F70-F79,Chậm phát triển tâm thần - Mental retardation,1,1
2023-03-20,1-5 tuổi,Nam,136,H49-H50,Lác mắt - Strabismus,1,1
2023-03-20,1-5 tuổi,Nam,165,J02-J03,Viêm họng và viêm amidan cấp - Acute pharyngitis and acute tonsillitis,3,1
2023-03-20,1-5 tuổi,Nam,169,J12-J18,Các bệnh viêm phổi - Pneumonia,18,1
2023-03-20,1-5 tuổi,Nam,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,9,1
2023-03-20,1-5 tuổi,Nam,175,J40-J44,"Viêm phế quản tràn khí và các bệnh phổi tắc nghẽn mạn tính - Bronchitis, emphysema and other chronic obstructive diseases",1,1
2023-03-20,1-5 tuổi,Nam,176,J45-J46,Hen - Asthma,6,1
2023-03-20,1-5 tuổi,Nam,182,K09-K14,"Bệnh khác của khoang miệng, tuyến nước bọt và hàm - Other diseases of the oral cavity, salivary glands and jaws",1,1
2023-03-20,1-5 tuổi,Nam,185,"K20-K23,K28,K30-K31","Bệnh khác của thực quản, dạ dày và tá tràng - Other diseases of oesophagus, stomach, duodenum",1,1
2023-03-20,1-5 tuổi,Nam,186,K35-K38,Bệnh của ruột thừa - Diseases of appendix,1,1
2023-03-20,1-5 tuổi,Nam,187,K40,Thoát vị bẹn - Inguinal hernia,2,1
2023-03-20,1-5 tuổi,Nam,190,K56,"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",2,1
2023-03-20,1-5 tuổi,Nam,192,"K52-K55,K58-K67",Bệnh khác của ruột non và màng bụng - Other diseases of intestine peritoneum,2,1
2023-03-20,1-5 tuổi,Nam,198,L00-L08,Bệnh nhiễm khuẩn da và mô tế bào dưới da - Infections of skin and subcutaneous tissue,1,1
2023-03-20,1-5 tuổi,Nam,199,L10-L99,Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,1,1
2023-03-20,1-5 tuổi,Nam,217,"N25-N29,N31-N39",Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,2,1
2023-03-20,1-5 tuổi,Nam,222,"N44-N46,N48,N49-N51",Bệnh khác của cơ quan sinh dục nam - Other diseases of male genital organs,1,1
2023-03-20,1-5 tuổi,Nam,253,"P08,P29,P50-P54,P56-P96",Tổn thương khác có nguồn gốc trong thời kỳ chu sinh - Other conditions originating in the perinatal period,1,1
2023-03-20,1-5 tuổi,Nam,256,Q20-Q28,Dị tật bẩm sinh khác của bộ máy tuần hoàn - Congenital malfor-mation of the circulatory system,2,1
2023-03-20,1-5 tuổi,Nam,259,"Q38-Q40,Q42-Q45",Dị tật bẩm sinh khác của bộ máy sinh dục tiết niệu - Other malformations of the genitourinary system,7,1
2023-03-20,1-5 tuổi,Nam,260,Q53,Tinh hoàn lạc chỗ - Undescended testicle,3,1
2023-03-20,1-5 tuổi,Nam,261,"Q50-Q52,Q54-Q64",Dị dạng bẩm sinh của bộ máy sinh dục tiết niệu - Congenital malformations of genital organs,2,1
2023-03-20,1-5 tuổi,Nam,264,Q67-Q79,Dị dạng bẩm sinh khác của hệ xương và cơ - Other congenital malformations and deformations of the musculo skeletal system,2,1
2023-03-20,1-5 tuổi,Nam,265,"Q10-Q18,Q30-Q34,Q80-Q89",Dị dạng bẩm sinh khác - Other congenital malformations,1,1
2023-03-20,1-5 tuổi,Nam,27,A75,Sốt Rickettsia - Typhus fever,1,1
2023-03-20,1-5 tuổi,Nam,270,"R00-R09,R11-R49,R51-R53,R55-R99","Các triệu chứng, dấu hiệu và kết quả bất thường về khám lâm sàng và xét nghiệm khác, chưa xếp ở chỗ khác - Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1,1
2023-03-20,1-5 tuổi,Nam,281,"S00-S01,S04,S09-S11,S14-S16,S19-S21,S24-S25,S29-S31,S34-S35,S39-S41,S44-S46,S49-S51,S54-S56,S59-S61,S64-S66,S69-S71,S74-S76,S79-S81,S84-S86,S89-S91,S94-S96,S99-T01,T06-T07,T09,T13-T14","Các tổn thương khác do chấn thương xác định và ở nhiều nơi - Other injuries of specified, unspecified and multiple body regions",1,1
2023-03-20,1-5 tuổi,Nam,300,Y40-Y59,Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,1,1
2023-03-20,1-5 tuổi,Nam,32,"A90-A94,A96-A99",Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,1,1
2023-03-20,1-5 tuổi,Nam,41,"A81,A87-A89,B03-B04,B07-B09,B25,B27-B34",Bệnh virut khác - Other viral diseases,3,1
2023-03-20,1-5 tuổi,Nam,5,A09,"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",4,1
2023-03-20,1-5 tuổi,Nam,6,"A02,A04-A05,A07-A08",Các bệnh nhiễm khuẩn ruột khác - Other intestinal infectious diseases,3,1
2023-03-20,1-5 tuổi,Nam,63,C22,U ác gan và đường mật trong gan - Malignant neoplasm of liver and intrahepatic bile ducts,1,1
2023-03-20,1-5 tuổi,Nam,72,C45-C49,U ác mạc treo và các mô mềm - Malignantneoplasms of mesothelial and soft tissue,1,1
2023-03-20,1-5 tuổi,Nam,82,C71,U ác não - Malignant neoplasm of brain,1,1
2023-03-20,1-5 tuổi,Nam,87,C91-C95,Bệnh bạch cầu - Leukaemia,1,1
2023-03-20,1-5 tuổi,Nam,96,"D00-D05,D07-D21,D26,D28-D29,D31-D32,D34-D48","U khác insitu, lành tính và các u tiến triển không chắc chắn hoặc chưa rõ - Other insitus and benign neoplasms and neoplasms of uncertain or unknown behaviour",1,1
2023-03-20,1-5 tuổi,Nam,99,D65-D77,"Tổn thương chảy máu, bệnh khác của máu và cơ quan tạo máu - Haemorrhagic conditions and other diseases of blood, blood",1,1
2023-03-20,1-5 tuổi,Nữ,124,G40-G41,Động kinh - Epilepsy,1,1
2023-03-20,1-5 tuổi,Nữ,140,H65-H75,"Viêm tai giữa, bệnh khác của tai giữa và xương chũm - Otitis media and other disorders of middle ear and mastoid",1,1
2023-03-20,1-5 tuổi,Nữ,165,J02-J03,Viêm họng và viêm amidan cấp - Acute pharyngitis and acute tonsillitis,2,1
2023-03-20,1-5 tuổi,Nữ,166,J04,"Viêm thanh, khí quản cấp - Acute laryngitis and tracheitis",1,1
2023-03-20,1-5 tuổi,Nữ,167,"J00-J01,J05-J06",Viêm cấp đường hô hấp trên khác - Other acute upper respiratory infections,1,1
2023-03-20,1-5 tuổi,Nữ,169,J12-J18,Các bệnh viêm phổi - Pneumonia,3,1
2023-03-20,1-5 tuổi,Nữ,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,5,1
2023-03-20,1-5 tuổi,Nữ,176,J45-J46,Hen - Asthma,2,1
2023-03-20,1-5 tuổi,Nữ,187,K40,Thoát vị bẹn - Inguinal hernia,1,1
2023-03-20,1-5 tuổi,Nữ,190,K56,"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",2,1
2023-03-20,1-5 tuổi,Nữ,194,K71-K77,Các bệnh khác của gan - Other diseases of liver,1,1
2023-03-20,1-5 tuổi,Nữ,198,L00-L08,Bệnh nhiễm khuẩn da và mô tế bào dưới da - Infections of skin and subcutaneous tissue,1,1
2023-03-20,1-5 tuổi,Nữ,199,L10-L99,Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,1,1
2023-03-20,1-5 tuổi,Nữ,259,"Q38-Q40,Q42-Q45",Dị tật bẩm sinh khác của bộ máy sinh dục tiết niệu - Other malformations of the genitourinary system,3,1
2023-03-20,1-5 tuổi,Nữ,264,Q67-Q79,Dị dạng bẩm sinh khác của hệ xương và cơ - Other congenital malformations and deformations of the musculo skeletal system,1,1
2023-03-20,1-5 tuổi,Nữ,265,"Q10-Q18,Q30-Q34,Q80-Q89",Dị dạng bẩm sinh khác - Other congenital malformations,1,1
2023-03-20,1-5 tuổi,Nữ,270,"R00-R09,R11-R49,R51-R53,R55-R99","Các triệu chứng, dấu hiệu và kết quả bất thường về khám lâm sàng và xét nghiệm khác, chưa xếp ở chỗ khác - Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2,1
2023-03-20,1-5 tuổi,Nữ,300,Y40-Y59,Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,1,1
2023-03-20,1-5 tuổi,Nữ,5,A09,"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",2,1
2023-03-20,1-5 tuổi,Nữ,6,"A02,A04-A05,A07-A08",Các bệnh nhiễm khuẩn ruột khác - Other intestinal infectious diseases,4,1
2023-03-20,1-5 tuổi,Nữ,87,C91-C95,Bệnh bạch cầu - Leukaemia,2,1
2023-03-20,1-5 tuổi,Nữ,97,D50,Thiếu máu do thiếu sắt - Iron deficiency anaemia,1,1
2023-03-20,1-5 tuổi,Nữ,99,D65-D77,"Tổn thương chảy máu, bệnh khác của máu và cơ quan tạo máu - Haemorrhagic conditions and other diseases of blood, blood",2,1
2023-03-20,11-15 tuổi,Nam,169,J12-J18,Các bệnh viêm phổi - Pneumonia,1,1
2023-03-20,11-15 tuổi,Nam,186,K35-K38,Bệnh của ruột thừa - Diseases of appendix,1,1
2023-03-20,11-15 tuổi,Nam,196,K85-K86,Viêm tuỵ cấp và bệnh khác của tuỵ - Acute pancreatitis and other diseases of pancreas,1,1
2023-03-20,11-15 tuổi,Nam,216,N30,Viêm bàng quang - Cystitis,1,1
2023-03-20,11-15 tuổi,Nam,222,"N44-N46,N48,N49-N51",Bệnh khác của cơ quan sinh dục nam - Other diseases of male genital organs,1,1
2023-03-20,11-15 tuổi,Nam,312,"Z31-Z33,Z37,Z55-Z99",Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,1,1
2023-03-20,11-15 tuổi,Nam,41,"A81,A87-A89,B03-B04,B07-B09,B25,B27-B34",Bệnh virut khác - Other viral diseases,1,1
2023-03-20,11-15 tuổi,Nam,68,"C30-C31,C37-C39",Các u khác cơ quan hô hấp và lồng ngực - Other malignant neplasm of respiratory and intrathoracic,1,1
2023-03-20,11-15 tuổi,Nam,69,C40-C41,U ác xương và sụn khớp - Malignant neoplasms of bone and articular cartilage,1,1
2023-03-20,11-15 tuổi,Nam,72,C45-C49,U ác mạc treo và các mô mềm - Malignantneoplasms of mesothelial and soft tissue,1,1
2023-03-20,11-15 tuổi,Nam,82,C71,U ác não - Malignant neoplasm of brain,1,1
2023-03-20,11-15 tuổi,Nữ,125,G43-G44,Đau nửa đầu và các hội chứng đau đầu khác - Migraine and other headache syndromes.,1,1
2023-03-20,11-15 tuổi,Nữ,165,J02-J03,Viêm họng và viêm amidan cấp - Acute pharyngitis and acute tonsillitis,1,1
2023-03-20,11-15 tuổi,Nữ,169,J12-J18,Các bệnh viêm phổi - Pneumonia,1,1
2023-03-20,11-15 tuổi,Nữ,184,K29,Viêm dạ dày và tá tràng - Gastritis and duodenitis,1,1
2023-03-20,11-15 tuổi,Nữ,195,K80-K81,Sỏi mật và viêm túi mật - Cholelithiasis and cholecystitis,1,1
2023-03-20,11-15 tuổi,Nữ,204,M30-M36,Bệnh của hệ thống tổ chức liên kết - Systematic connective tissue disorders,1,1
2023-03-20,11-15 tuổi,Nữ,261,"Q50-Q52,Q54-Q64",Dị dạng bẩm sinh của bộ máy sinh dục tiết niệu - Congenital malformations of genital organs,1,1
2023-03-20,11-15 tuổi,Nữ,267,R10,Đau bụng và khung chậu - Abdominal and pelvic pain,1,1
2023-03-20,11-15 tuổi,Nữ,312,"Z31-Z33,Z37,Z55-Z99",Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,1,1
2023-03-20,11-15 tuổi,Nữ,41,"A81,A87-A89,B03-B04,B07-B09,B25,B27-B34",Bệnh virut khác - Other viral diseases,1,1
2023-03-20,11-15 tuổi,Nữ,84,"C73-C80,C97","U ác các khu trú khác, khó định nghĩa, thứ phát, không xác định rõ và phức hợp - Malignant neoplasm of other and ill",1,1
2023-03-20,11-15 tuổi,Nữ,87,C91-C95,Bệnh bạch cầu - Leukaemia,1,1
2023-03-20,6-10 tuổi,Nam,129,"G10-G14,G21-G26,G31-G32,G36-G37,G46-G47,G60-G73,G90-G99",Bệnh khác của hệ thần kinh - Other diseases of the nervous system,1,1
2023-03-20,6-10 tuổi,Nam,152,"I27-I43,I51-I52",Bệnh tim khác - Other heart diseases,1,1
2023-03-20,6-10 tuổi,Nam,165,J02-J03,Viêm họng và viêm amidan cấp - Acute pharyngitis and acute tonsillitis,3,1
2023-03-20,6-10 tuổi,Nam,184,K29,Viêm dạ dày và tá tràng - Gastritis and duodenitis,2,1
2023-03-20,6-10 tuổi,Nam,186,K35-K38,Bệnh của ruột thừa - Diseases of appendix,1,1
2023-03-20,6-10 tuổi,Nam,212,N02-N08,Bệnh cầu thận khác - Other glomerular diseases,1,1
2023-03-20,6-10 tuổi,Nam,253,"P08,P29,P50-P54,P56-P96",Tổn thương khác có nguồn gốc trong thời kỳ chu sinh - Other conditions originating in the perinatal period,1,1
2023-03-20,6-10 tuổi,Nam,256,Q20-Q28,Dị tật bẩm sinh khác của bộ máy tuần hoàn - Congenital malfor-mation of the circulatory system,1,1
2023-03-20,6-10 tuổi,Nam,260,Q53,Tinh hoàn lạc chỗ - Undescended testicle,1,1
2023-03-20,6-10 tuổi,Nam,261,"Q50-Q52,Q54-Q64",Dị dạng bẩm sinh của bộ máy sinh dục tiết niệu - Congenital malformations of genital organs,1,1
2023-03-20,6-10 tuổi,Nam,265,"Q10-Q18,Q30-Q34,Q80-Q89",Dị dạng bẩm sinh khác - Other congenital malformations,2,1
2023-03-20,6-10 tuổi,Nam,267,R10,Đau bụng và khung chậu - Abdominal and pelvic pain,1,1
2023-03-20,6-10 tuổi,Nam,270,"R00-R09,R11-R49,R51-R53,R55-R99","Các triệu chứng, dấu hiệu và kết quả bất thường về khám lâm sàng và xét nghiệm khác, chưa xếp ở chỗ khác - Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1,1
2023-03-20,6-10 tuổi,Nam,5,A09,"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",1,1
2023-03-20,6-10 tuổi,Nam,6,"A02,A04-A05,A07-A08",Các bệnh nhiễm khuẩn ruột khác - Other intestinal infectious diseases,1,1
2023-03-20,6-10 tuổi,Nam,68,"C30-C31,C37-C39",Các u khác cơ quan hô hấp và lồng ngực - Other malignant neplasm of respiratory and intrathoracic,1,1
2023-03-20,6-10 tuổi,Nam,87,C91-C95,Bệnh bạch cầu - Leukaemia,3,1
2023-03-20,6-10 tuổi,Nam,96,"D00-D05,D07-D21,D26,D28-D29,D31-D32,D34-D48","U khác insitu, lành tính và các u tiến triển không chắc chắn hoặc chưa rõ - Other insitus and benign neoplasms and neoplasms of uncertain or unknown behaviour",1,1
2023-03-20,6-10 tuổi,Nữ,111,"E15-E35,E58-E63,E65,E67-E84,E85,E87,E88-E89,E90","Bệnh khác về nội tiết, dinh dưỡng và chuyển hoá - Other endocrine, nutritional and metabolic disorders",1,1
2023-03-20,6-10 tuổi,Nữ,118,F70-F79,Chậm phát triển tâm thần - Mental retardation,1,1
2023-03-20,6-10 tuổi,Nữ,124,G40-G41,Động kinh - Epilepsy,1,1
2023-03-20,6-10 tuổi,Nữ,169,J12-J18,Các bệnh viêm phổi - Pneumonia,2,1
2023-03-20,6-10 tuổi,Nữ,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,1,1
2023-03-20,6-10 tuổi,Nữ,184,K29,Viêm dạ dày và tá tràng - Gastritis and duodenitis,3,1
2023-03-20,6-10 tuổi,Nữ,199,L10-L99,Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,1,1
2023-03-20,6-10 tuổi,Nữ,200,M05-M14,"Viêm khớp dạng thấp và viêm khớp khác - Rheumatoid arthritis, other inflamatory polyarthropaties",1,1
2023-03-20,6-10 tuổi,Nữ,204,M30-M36,Bệnh của hệ thống tổ chức liên kết - Systematic connective tissue disorders,1,1
2023-03-20,6-10 tuổi,Nữ,212,N02-N08,Bệnh cầu thận khác - Other glomerular diseases,1,1
2023-03-20,6-10 tuổi,Nữ,229,N83,"Tổn thương không viêm của buồng trứng, vòi fallope và dây chằng rộng - Noinflammatory disorders of ovary, fallopian tube and broad ligament",1,1
2023-03-20,6-10 tuổi,Nữ,278,S06,Thương tổn do chấn thương trong sọ - Intracranial injury,1,1
2023-03-20,6-10 tuổi,Nữ,69,C40-C41,U ác xương và sụn khớp - Malignant neoplasms of bone and articular cartilage,1,1
2023-03-20,6-10 tuổi,Nữ,80,"C64-C66,C68",U ác khác của đường tiết niệu - Other malignant neoplasms of uterinary tract,1,1
2023-03-20,6-10 tuổi,Nữ,87,C91-C95,Bệnh bạch cầu - Leukaemia,2,1
2023-03-20,6-10 tuổi,Nữ,96,"D00-D05,D07-D21,D26,D28-D29,D31-D32,D34-D48","U khác insitu, lành tính và các u tiến triển không chắc chắn hoặc chưa rõ - Other insitus and benign neoplasms and neoplasms of uncertain or unknown behaviour",1,1
2023-03-20,Dưới 1 tuổi,Nam,127,G50-G59,"Tổn thương thần kinh, rễ và đám rối thần kinh - Nerve, nerve root and plexus disorders",1,1
2023-03-20,Dưới 1 tuổi,Nam,165,J02-J03,Viêm họng và viêm amidan cấp - Acute pharyngitis and acute tonsillitis,1,1
2023-03-20,Dưới 1 tuổi,Nam,166,J04,"Viêm thanh, khí quản cấp - Acute laryngitis and tracheitis",1,1
2023-03-20,Dưới 1 tuổi,Nam,167,"J00-J01,J05-J06",Viêm cấp đường hô hấp trên khác - Other acute upper respiratory infections,1,1
2023-03-20,Dưới 1 tuổi,Nam,169,J12-J18,Các bệnh viêm phổi - Pneumonia,8,1
2023-03-20,Dưới 1 tuổi,Nam,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,4,1
2023-03-20,Dưới 1 tuổi,Nam,185,"K20-K23,K28,K30-K31","Bệnh khác của thực quản, dạ dày và tá tràng - Other diseases of oesophagus, stomach, duodenum",1,1
2023-03-20,Dưới 1 tuổi,Nam,187,K40,Thoát vị bẹn - Inguinal hernia,1,1
2023-03-20,Dưới 1 tuổi,Nam,190,K56,"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",1,1
2023-03-20,Dưới 1 tuổi,Nam,192,"K52-K55,K58-K67",Bệnh khác của ruột non và màng bụng - Other diseases of intestine peritoneum,1,1
2023-03-20,Dưới 1 tuổi,Nam,194,K71-K77,Các bệnh khác của gan - Other diseases of liver,1,1
2023-03-20,Dưới 1 tuổi,Nam,20,A50,"Giang mai sớm (Giang mai I, II và kín) - Early syphilis",1,1
2023-03-20,Dưới 1 tuổi,Nam,217,"N25-N29,N31-N39",Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,1,1
2023-03-20,Dưới 1 tuổi,Nam,259,"Q38-Q40,Q42-Q45",Dị tật bẩm sinh khác của bộ máy sinh dục tiết niệu - Other malformations of the genitourinary system,1,1
2023-03-20,Dưới 1 tuổi,Nam,300,Y40-Y59,Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,1,1
2023-03-20,Dưới 1 tuổi,Nam,6,"A02,A04-A05,A07-A08",Các bệnh nhiễm khuẩn ruột khác - Other intestinal infectious diseases,6,1
2023-03-20,Dưới 1 tuổi,Nữ,129,"G10-G14,G21-G26,G31-G32,G36-G37,G46-G47,G60-G73,G90-G99",Bệnh khác của hệ thần kinh - Other diseases of the nervous system,1,1
2023-03-20,Dưới 1 tuổi,Nữ,166,J04,"Viêm thanh, khí quản cấp - Acute laryngitis and tracheitis",1,1
2023-03-20,Dưới 1 tuổi,Nữ,169,J12-J18,Các bệnh viêm phổi - Pneumonia,5,1
2023-03-20,Dưới 1 tuổi,Nữ,170,J20-J21,Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,4,1
2023-03-20,Dưới 1 tuổi,Nữ,256,Q20-Q28,Dị tật bẩm sinh khác của bộ máy tuần hoàn - Congenital malfor-mation of the circulatory system,1,1
2023-03-20,Dưới 1 tuổi,Nữ,300,Y40-Y59,Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,1,1
